generation number, individual number,fitness, string representation of candidate 
0, 0, [23.8666666666667, 89.6719053936486, 95.3981805692332], [2, 6, 1, 2, 3, 4, 4, 5, 3, 6, 7, 2, 4, 5, 5, 6, 1, 7, 2, 5, 4, 3, 1, 4, 6, 1, 5, 2, 7, 5, 6, 3, 4, 2, 3, 6, 7, 2, 1]
0, 1, [20.8666666666667, 101.455407463168, 94.8876700587227], [2, 6, 2, 2, 3, 4, 4, 5, 3, 6, 7, 2, 4, 5, 5, 6, 2, 7, 2, 5, 4, 3, 2, 4, 6, 2, 5, 2, 7, 5, 6, 3, 4, 2, 3, 6, 7, 2, 2]
0, 2, [46.0, 30.0247799029278, 98.9108187134503], [1, 6, 1, 1, 1, 1, 1, 1, 1, 6, 7, 1, 1, 1, 1, 6, 1, 7, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 7, 1, 6, 1, 1, 1, 1, 6, 7, 1, 1]
0, 3, [31.3666666666667, 79.9678448658094, 95.8186009896536], [1, 6, 1, 1, 3, 4, 4, 5, 3, 6, 7, 1, 4, 5, 5, 6, 1, 7, 1, 5, 4, 3, 1, 4, 6, 1, 5, 1, 7, 5, 6, 3, 4, 1, 3, 6, 7, 1, 1]
0, 4, [25.5, 77.1587881810041, 96.8687766714083], [2, 6, 2, 2, 2, 2, 2, 2, 2, 6, 7, 2, 2, 2, 2, 6, 2, 7, 2, 2, 2, 2, 2, 2, 6, 2, 2, 2, 7, 2, 6, 2, 2, 2, 2, 6, 7, 2, 2]
0, 5, [29.2, 74.2913333522951, 96.2168940195256], [2, 6, 1, 2, 1, 4, 4, 5, 1, 6, 7, 2, 4, 5, 5, 6, 1, 7, 2, 5, 4, 1, 1, 4, 6, 1, 5, 2, 7, 5, 6, 1, 4, 2, 1, 6, 7, 2, 1]
0, 6, [18.6666666666667, 104.730415532359, 94.9342105263158], [3, 6, 3, 3, 3, 3, 3, 3, 3, 6, 7, 3, 3, 3, 3, 6, 3, 7, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 7, 3, 6, 3, 3, 3, 3, 6, 7, 3, 3]
0, 7, [28.3666666666667, 74.4226674213298, 96.3383515094041], [2, 6, 1, 2, 3, 1, 1, 5, 3, 6, 7, 2, 1, 5, 5, 6, 1, 7, 2, 5, 1, 3, 1, 1, 6, 1, 5, 2, 7, 5, 6, 3, 1, 2, 3, 6, 7, 2, 1]
0, 8, [15.25, 124.29279645908, 93.0988529014845], [4, 6, 4, 4, 4, 4, 4, 4, 4, 6, 7, 4, 4, 4, 4, 6, 4, 7, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 7, 4, 6, 4, 4, 4, 4, 6, 7, 4, 4]
0, 9, [28.6666666666667, 70.3586504444394, 96.7315139025665], [2, 6, 1, 2, 3, 4, 4, 1, 3, 6, 7, 2, 4, 1, 1, 6, 1, 7, 2, 1, 4, 3, 1, 4, 6, 1, 1, 2, 7, 1, 6, 3, 4, 2, 3, 6, 7, 2, 1]
