individual,fitness values
[2, 6, 1, 2, 3, 4, 4, 5, 3, 6, 7, 2, 4, 5, 5, 6, 1, 7, 2, 5, 4, 3, 1, 4, 6, 1, 5, 2, 7, 5, 6, 3, 4, 2, 3, 6, 7, 2, 1],[23.866667,7.924466,89.671905,95.398181]
[6, 6, 6, 1, 6, 2, 2, 7, 4, 6, 7, 2, 7, 5, 5, 7, 4, 7, 4, 1, 6, 2, 6, 3, 6, 3, 7, 1, 7, 3, 7, 3, 4, 7, 6, 6, 7, 7, 6],[34.250000,9.440875,82.852980,92.077077]
[3, 7, 7, 2, 3, 4, 6, 4, 3, 6, 7, 5, 2, 2, 1, 7, 6, 7, 5, 4, 3, 3, 3, 2, 6, 3, 1, 2, 7, 2, 6, 6, 5, 7, 4, 6, 7, 2, 4],[34.250000,9.440875,82.852980,92.077077]
[4, 7, 7, 7, 2, 4, 4, 5, 5, 7, 7, 4, 1, 7, 3, 7, 3, 7, 4, 3, 7, 5, 3, 5, 6, 4, 4, 5, 7, 7, 6, 4, 5, 5, 2, 6, 7, 2, 6],[34.250000,9.440875,82.852980,92.077077]
[4, 7, 4, 6, 7, 1, 2, 6, 2, 7, 7, 1, 7, 2, 1, 6, 3, 7, 5, 6, 4, 2, 2, 5, 6, 5, 4, 2, 7, 5, 6, 4, 2, 1, 1, 6, 7, 6, 6],[34.250000,9.440875,82.852980,92.077077]
[2, 6, 7, 1, 6, 4, 6, 2, 7, 6, 7, 5, 4, 7, 7, 6, 6, 7, 4, 4, 3, 5, 1, 2, 6, 5, 6, 6, 7, 4, 7, 7, 5, 2, 1, 6, 7, 4, 1],[34.250000,9.440875,82.852980,92.077077]
[4, 7, 4, 3, 1, 1, 2, 1, 5, 6, 7, 5, 1, 2, 3, 7, 6, 7, 3, 3, 4, 7, 6, 2, 6, 4, 5, 2, 7, 5, 7, 2, 6, 5, 3, 7, 7, 6, 7],[34.250000,9.440875,82.852980,92.077077]
[7, 7, 6, 4, 5, 7, 7, 6, 5, 7, 7, 6, 4, 4, 2, 6, 1, 7, 4, 1, 3, 1, 7, 2, 7, 2, 4, 3, 7, 4, 7, 4, 4, 1, 3, 6, 7, 7, 3],[34.250000,9.440875,82.852980,92.077077]
[5, 7, 3, 5, 3, 6, 7, 2, 6, 6, 7, 3, 3, 3, 1, 6, 4, 7, 6, 4, 1, 3, 6, 3, 6, 3, 7, 5, 7, 7, 7, 4, 5, 2, 1, 6, 7, 1, 2],[34.250000,9.440875,82.852980,92.077077]
[7, 7, 4, 1, 3, 2, 7, 7, 1, 7, 7, 7, 1, 2, 4, 6, 3, 7, 4, 1, 1, 2, 7, 6, 6, 2, 3, 4, 7, 5, 6, 2, 4, 7, 3, 6, 7, 4, 5],[34.250000,9.440875,82.852980,92.077077]
[6, 6, 6, 1, 6, 2, 2, 7, 4, 6, 7, 2, 7, 5, 5, 7, 4, 7, 4, 1, 6, 2, 6, 3, 6, 3, 7, 1, 7, 3, 7, 3, 4, 7, 6, 6, 7, 7, 2],[37.433333,9.736472,61.271044,91.939850]
[5, 7, 3, 5, 3, 6, 7, 2, 6, 6, 7, 3, 7, 5, 6, 7, 4, 7, 4, 1, 6, 2, 6, 3, 6, 3, 7, 1, 7, 3, 7, 3, 4, 7, 6, 6, 7, 4, 6],[34.250000,9.440875,82.852980,92.077077]
[6, 6, 6, 1, 6, 2, 2, 7, 4, 6, 7, 2, 7, 5, 5, 7, 1, 7, 4, 1, 3, 1, 7, 2, 7, 2, 4, 3, 7, 4, 7, 4, 4, 1, 3, 6, 7, 7, 3],[26.433333,9.518270,70.372784,92.856860]
[6, 6, 6, 2, 6, 2, 2, 7, 4, 6, 7, 2, 7, 5, 5, 7, 4, 7, 4, 1, 6, 2, 6, 3, 6, 3, 7, 1, 7, 3, 7, 3, 4, 7, 6, 6, 7, 4, 6],[34.250000,9.440875,82.852980,92.077077]
