16, 5, [4402.63333333333, 34531.6403229445, 42293.4840852999, 32.2254338149876], [853.166666666667, 54786.2564458678, 43736.4846080899, 24.087818867946], 19172.537434834132, 22086.11925157994, 21215.076786325924
17, 5, [4498.4, 33799.3755687981, 42374.5358019963, 32.033060925941], [853.166666666667, 54786.2564458678, 43736.4846080899, 24.087818867946], 19148.887784399052, 22085.393164741337, 21215.070566428287
18, 5, [4498.4, 33799.3755687981, 42374.5358019963, 32.033060925941], [853.166666666667, 54786.2564458678, 43736.4846080899, 24.087818867946], 19148.887784399052, 22085.393164741337, 21215.070566428287
19, 5, [4498.4, 33799.3755687981, 42374.5358019963, 32.033060925941], [853.166666666667, 54786.2564458678, 43736.4846080899, 24.087818867946], 19148.887784399052, 22085.393164741337, 21215.070566428287
20, 5, [4498.4, 33799.3755687981, 42374.5358019963, 32.033060925941], [853.166666666667, 54786.2564458678, 43736.4846080899, 24.087818867946], 19148.887784399052, 22085.393164741337, 21215.070566428287
