genom
1
2
3
4
5
6
7
3
3
3
3
3
3
3
3
3
3
3
3
5
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
6
7
3
3
3
3
7
3
3
3
3
6
7
6
3
3
3
6
6
3
3
3
3
7
3
7
3
3
3
3
3
3
6
3
3
3
3
3
3
7
7
3
3
3
3
3
7
3
7
6
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
7
6
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
7
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
7
3
3
3
6
3
3
3
3
3
3
7
7
3
3
3
6
3
3
3
3
3
3
7
3
3
3
6
6
3
3
3
3
3
3
6
6
3
3
3
3
7
3
3
3
3
6
3
3
6
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
7
6
6
3
6
3
3
3
7
3
3
3
6
6
6
3
3
3
3
7
3
7
3
6
3
3
3
6
7
7
7
6
3
3
6
6
3
3
7
7
7
7
7
7
6
6
3
3
3
3
6
7
7
3
7
7
7
3
6
6
3
3
6
3
3
3
7
3
3
7
7
3
3
6
6
6
6
3
3
3
7
7
6
7
3
3
3
6
6
3
3
3
7
3
6
3
3
3
3
3
3
6
6
6
7
3
7
7
7
3
3
3
6
6
6
3
7
3
3
3
3
3
3
3
3
6
6
6
7
3
3
3
3
3
3
3
3
6
6
6
7
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
1
3
7
7
3
3
3
3
3
3
3
1
7
7
3
3
6
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
7
7
3
3
3
3
3
3
6
3
3
2
7
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
7
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
7
3
3
6
3
3
1
3
3
3
3
3
6
6
3
6
6
3
3
3
3
3
3
6
6
6
6
6
3
3
3
3
3
6
6
6
6
6
6
3
3
7
3
3
6
6
6
6
6
6
6
3
3
3
6
6
7
6
6
6
6
3
3
3
3
6
6
3
6
6
6
6
6
6
3
3
6
6
6
2
3
3
3
6
6
3
3
3
3
3
6
3
3
6
6
3
3
3
3
3
6
6
3
3
3
6
3
3
3
3
3
7
6
3
3
3
6
3
3
3
3
3
6
6
6
3
7
3
6
6
3
3
3
3
3
6
3
3
3
6
6
6
3
3
3
3
6
6
6
3
3
6
6
6
3
3
3
3
6
6
3
2
3
6
6
3
3
3
3
3
3
6
6
3
3
6
6
3
3
3
3
3
3
6
6
7
6
6
6
3
3
3
3
3
6
6
7
2
6
6
4
5
4
2
7
4
7
6
5
6
6
7
6
7
3
3
6
7
7
3
7
2
3
7
7
1
6
7
7
6
4
2
4
6
1
6
7
2
7
6
6
6
5
1
4
3
1
3
5
7
7
7
7
7
6
6
3
6
3
7
5
6
6
6
7
5
7
7
7
7
7
7
7
7
3
1
2
2
7
2
7
6
6
2
6
7
4
1
4
7
7
3
