genom
1
2
3
4
5
6
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
6
3
6
3
6
6
3
3
3
3
3
3
3
6
7
3
3
3
3
6
3
3
3
3
6
7
6
3
3
3
6
6
3
3
3
3
7
3
7
3
3
3
3
3
3
6
3
3
3
3
3
3
7
7
3
3
3
3
3
3
7
6
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
4
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
7
6
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
6
3
3
3
3
1
3
1
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
6
3
3
6
3
3
3
3
2
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
7
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
1
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
2
3
3
3
3
3
7
3
3
3
6
3
3
3
3
6
3
7
3
3
3
6
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
6
3
3
6
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
2
3
3
7
6
6
3
6
3
3
3
7
3
3
3
6
6
6
3
3
3
3
7
3
7
3
7
3
3
3
6
7
7
7
6
3
3
6
6
3
3
7
7
7
7
7
7
6
6
3
3
3
3
2
7
7
3
7
7
7
3
6
6
3
3
6
3
3
3
7
3
3
7
7
3
3
6
6
6
6
3
3
3
7
7
6
7
3
3
3
6
6
3
3
3
7
3
6
3
6
3
3
3
3
6
6
6
7
3
7
7
1
3
3
3
6
6
6
3
7
3
3
3
3
3
3
3
3
6
6
6
7
3
3
3
3
3
3
3
3
6
6
6
7
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
3
3
7
7
3
3
3
3
3
3
3
3
7
7
3
3
6
3
3
3
3
3
3
3
3
3
3
7
3
3
3
3
3
7
7
3
3
3
3
3
3
3
2
3
3
7
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
6
3
3
7
3
3
1
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
3
6
6
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
7
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
7
3
3
6
4
3
6
3
3
3
3
3
6
6
3
2
6
3
3
3
3
3
3
6
6
6
6
6
3
3
3
3
3
6
6
6
6
6
6
3
3
3
3
3
6
6
6
6
6
6
6
3
3
3
6
6
7
6
4
6
6
3
3
3
3
6
6
3
6
6
6
6
6
6
3
3
6
6
6
3
3
3
3
6
6
3
3
3
3
3
6
3
3
6
6
3
3
3
3
3
6
6
3
3
3
6
3
3
3
3
3
7
3
3
3
6
3
3
3
3
3
6
6
6
3
7
3
6
6
3
3
3
3
3
6
3
3
3
6
6
6
3
3
3
3
6
6
6
3
3
6
6
6
3
3
3
3
6
6
3
3
3
6
6
3
3
3
1
3
3
6
6
3
3
6
6
3
3
3
3
3
3
6
6
7
6
6
6
4
3
3
1
3
6
6
7
3
6
6
3
3
3
3
7
3
6
6
3
6
6
6
3
7
3
3
6
6
6
3
6
3
3
3
3
3
6
6
6
6
5
3
3
3
3
3
7
3
6
6
6
6
3
3
3
3
3
3
3
6
6
6
6
3
3
3
3
3
3
7
3
6
6
6
3
3
3
3
3
7
3
7
6
6
3
3
3
3
3
3
7
6
3
3
3
7
3
3
3
3
3
3
